"waterbody_segment","pollutant_name","pollutant_group","test_fraction","n_samples","most_recent_sample_year","n_detects","most_recent_detect_year","n_sample_dates","n_ccc_exceedance","n_cmc_exceedance","n_d_exceedance","most_recent_ccc_exceedance_date","most_recent_ccc_exceedance_year","most_recent_cmc_exceedance_date","most_recent_cmc_exceedance_year","most_recent_d_exceedance_date","most_recent_d_exceedance_year","n_since_most_recent_ccc_exceedance","n_since_most_recent_cmc_exceedance","n_since_most_recent_d_exceedance"
"BATTERY KEMBLE CREEK","LEAD","LEAD","DISSOLVED",1,2013,1,"2013",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"BATTERY KEMBLE CREEK","LEAD","LEAD","TOTAL",1,2013,1,"2013",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"BATTERY KEMBLE CREEK","MERCURY","MERCURY","TOTAL",10,1995,2,"1994",10,0,0,2,NA,"Never",NA,"Never",1994-07-18,"1994",NA,NA,4
"BATTERY KEMBLE CREEK","ZINC","ZINC","DISSOLVED",1,2013,1,"2013",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"BATTERY KEMBLE CREEK","ZINC","ZINC","TOTAL",27,2013,9,"2013",27,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"BROAD BRANCH","ARSENIC","ARSENIC","DISSOLVED",13,2021,11,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"BROAD BRANCH","ARSENIC","ARSENIC","TOTAL",37,2021,10,"2021",37,0,0,10,NA,"Never",NA,"Never",2021-06-17,"2021",NA,NA,0
"BROAD BRANCH","COPPER","COPPER","DISSOLVED",13,2021,13,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"BROAD BRANCH","COPPER","COPPER","TOTAL",13,2021,13,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"BROAD BRANCH","LEAD","LEAD","DISSOLVED",13,2021,6,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"BROAD BRANCH","LEAD","LEAD","TOTAL",13,2021,7,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"BROAD BRANCH","MERCURY","MERCURY","DISSOLVED",13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"BROAD BRANCH","MERCURY","MERCURY","TOTAL",13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"BROAD BRANCH","ZINC","ZINC","DISSOLVED",13,2021,4,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"BROAD BRANCH","ZINC","ZINC","TOTAL",23,2021,4,"2020",23,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"C&O CANAL","ARSENIC","ARSENIC","TOTAL",69,2012,0,"Never",38,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"C&O CANAL","MERCURY","MERCURY","TOTAL",15,1995,0,"Never",9,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"C&O CANAL","ZINC","ZINC","TOTAL",46,2002,13,"1995",26,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"DALECARLIA TRIBUTARY","ARSENIC","ARSENIC","TOTAL",39,2012,0,"Never",39,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"DALECARLIA TRIBUTARY","MERCURY","MERCURY","TOTAL",10,1995,0,"Never",10,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"DALECARLIA TRIBUTARY","ZINC","ZINC","TOTAL",24,2002,7,"2001",24,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"DUMBARTON OAKS","ARSENIC","ARSENIC","DISSOLVED",13,2021,6,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"DUMBARTON OAKS","ARSENIC","ARSENIC","TOTAL",37,2021,8,"2021",37,0,0,8,NA,"Never",NA,"Never",2021-06-17,"2021",NA,NA,0
"DUMBARTON OAKS","COPPER","COPPER","DISSOLVED",13,2021,11,"2021",13,1,1,0,2020-08-12,"2020",2020-08-12,"2020",NA,"Never",10,10,NA
"DUMBARTON OAKS","COPPER","COPPER","TOTAL",13,2021,12,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"DUMBARTON OAKS","LEAD","LEAD","DISSOLVED",13,2021,4,"2021",13,1,0,0,2020-08-12,"2020",NA,"Never",NA,"Never",10,NA,NA
"DUMBARTON OAKS","LEAD","LEAD","TOTAL",13,2021,10,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"DUMBARTON OAKS","MERCURY","MERCURY","DISSOLVED",13,2021,1,"2020",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"DUMBARTON OAKS","MERCURY","MERCURY","TOTAL",13,2021,1,"2020",13,0,0,1,NA,"Never",NA,"Never",2020-08-12,"2020",NA,NA,10
"DUMBARTON OAKS","ZINC","ZINC","DISSOLVED",13,2021,10,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"DUMBARTON OAKS","ZINC","ZINC","TOTAL",24,2021,12,"2021",24,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FENWICK BRANCH","ARSENIC","ARSENIC","TOTAL",24,2012,0,"Never",24,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FENWICK BRANCH","ZINC","ZINC","TOTAL",11,2002,2,"2001",11,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FORT CHAPLIN TRIBUTARY","ARSENIC","ARSENIC","DISSOLVED",6,2019,6,"2019",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FORT CHAPLIN TRIBUTARY","ARSENIC","ARSENIC","TOTAL",42,2019,6,"2019",42,0,0,6,NA,"Never",NA,"Never",2019-06-11,"2019",NA,NA,0
"FORT CHAPLIN TRIBUTARY","COPPER","COPPER","DISSOLVED",6,2019,6,"2019",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FORT CHAPLIN TRIBUTARY","COPPER","COPPER","TOTAL",6,2019,6,"2019",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FORT CHAPLIN TRIBUTARY","LEAD","LEAD","DISSOLVED",3,2014,3,"2014",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FORT CHAPLIN TRIBUTARY","LEAD","LEAD","TOTAL",3,2014,3,"2014",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FORT CHAPLIN TRIBUTARY","MERCURY","MERCURY","TOTAL",5,1995,0,"Never",5,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FORT CHAPLIN TRIBUTARY","ZINC","ZINC","DISSOLVED",6,2019,6,"2019",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FORT CHAPLIN TRIBUTARY","ZINC","ZINC","TOTAL",27,2019,20,"2019",27,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FORT DAVIS TRIBUTARY","ARSENIC","ARSENIC","DISSOLVED",6,2019,5,"2019",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FORT DAVIS TRIBUTARY","ARSENIC","ARSENIC","TOTAL",45,2019,6,"2019",45,0,0,6,NA,"Never",NA,"Never",2019-06-11,"2019",NA,NA,0
"FORT DAVIS TRIBUTARY","COPPER","COPPER","DISSOLVED",6,2019,4,"2019",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FORT DAVIS TRIBUTARY","COPPER","COPPER","TOTAL",6,2019,5,"2019",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FORT DAVIS TRIBUTARY","LEAD","LEAD","DISSOLVED",3,2014,3,"2014",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FORT DAVIS TRIBUTARY","LEAD","LEAD","TOTAL",3,2014,3,"2014",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FORT DAVIS TRIBUTARY","MERCURY","MERCURY","TOTAL",11,1995,0,"Never",11,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FORT DAVIS TRIBUTARY","ZINC","ZINC","DISSOLVED",6,2019,6,"2019",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FORT DAVIS TRIBUTARY","ZINC","ZINC","TOTAL",30,2019,27,"2019",30,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FORT DUPONT TRIBUTARY","ARSENIC","ARSENIC","DISSOLVED",19,2021,13,"2021",19,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FORT DUPONT TRIBUTARY","ARSENIC","ARSENIC","TOTAL",45,2021,14,"2021",45,0,0,14,NA,"Never",NA,"Never",2021-06-17,"2021",NA,NA,0
"FORT DUPONT TRIBUTARY","COPPER","COPPER","DISSOLVED",19,2021,18,"2021",19,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FORT DUPONT TRIBUTARY","COPPER","COPPER","TOTAL",19,2021,19,"2021",19,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FORT DUPONT TRIBUTARY","LEAD","LEAD","DISSOLVED",16,2021,7,"2020",16,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FORT DUPONT TRIBUTARY","LEAD","LEAD","TOTAL",16,2021,16,"2021",16,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FORT DUPONT TRIBUTARY","MERCURY","MERCURY","DISSOLVED",13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FORT DUPONT TRIBUTARY","MERCURY","MERCURY","TOTAL",14,2021,0,"Never",14,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FORT DUPONT TRIBUTARY","ZINC","ZINC","DISSOLVED",19,2021,18,"2021",19,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FORT DUPONT TRIBUTARY","ZINC","ZINC","TOTAL",31,2021,26,"2021",31,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FORT STANTON TRIBUTARY","ARSENIC","ARSENIC","DISSOLVED",20,2021,14,"2021",19,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FORT STANTON TRIBUTARY","ARSENIC","ARSENIC","TOTAL",56,2021,14,"2021",55,0,0,14,NA,"Never",NA,"Never",2021-06-17,"2021",NA,NA,0
"FORT STANTON TRIBUTARY","COPPER","COPPER","DISSOLVED",20,2021,19,"2021",19,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FORT STANTON TRIBUTARY","COPPER","COPPER","TOTAL",20,2021,20,"2021",19,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FORT STANTON TRIBUTARY","LEAD","LEAD","DISSOLVED",17,2021,9,"2021",16,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FORT STANTON TRIBUTARY","LEAD","LEAD","TOTAL",17,2021,13,"2021",16,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FORT STANTON TRIBUTARY","MERCURY","MERCURY","DISSOLVED",13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FORT STANTON TRIBUTARY","MERCURY","MERCURY","TOTAL",24,2021,0,"Never",24,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FORT STANTON TRIBUTARY","ZINC","ZINC","DISSOLVED",20,2021,16,"2021",19,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FORT STANTON TRIBUTARY","ZINC","ZINC","TOTAL",43,2021,32,"2021",42,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FOUNDRY BRANCH","ARSENIC","ARSENIC","DISSOLVED",2,2013,2,"2013",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FOUNDRY BRANCH","ARSENIC","ARSENIC","TOTAL",10,2013,0,"Never",9,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FOUNDRY BRANCH","COPPER","COPPER","DISSOLVED",2,2013,2,"2013",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FOUNDRY BRANCH","COPPER","COPPER","TOTAL",2,2013,2,"2013",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FOUNDRY BRANCH","LEAD","LEAD","DISSOLVED",2,2013,2,"2013",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FOUNDRY BRANCH","LEAD","LEAD","TOTAL",2,2013,2,"2013",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FOUNDRY BRANCH","MERCURY","MERCURY","TOTAL",7,1995,1,"1991",7,0,0,1,NA,"Never",NA,"Never",1991-01-14,"1991",NA,NA,5
"FOUNDRY BRANCH","ZINC","ZINC","DISSOLVED",2,2013,2,"2013",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"FOUNDRY BRANCH","ZINC","ZINC","TOTAL",10,2013,10,"2013",9,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"HICKEY RUN","ARSENIC","ARSENIC","DISSOLVED",1,2017,1,"2017",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"HICKEY RUN","ARSENIC","ARSENIC","TOTAL",41,2017,1,"2017",41,0,0,1,NA,"Never",NA,"Never",2017-07-28,"2017",NA,NA,0
"HICKEY RUN","COPPER","COPPER","DISSOLVED",150,2021,147,"2021",150,1,0,0,2018-01-12,"2018",NA,"Never",NA,"Never",71,NA,NA
"HICKEY RUN","COPPER","COPPER","TOTAL",1,2017,1,"2017",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"HICKEY RUN","LEAD","LEAD","DISSOLVED",150,2021,145,"2021",150,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"HICKEY RUN","LEAD","LEAD","TOTAL",1,2017,1,"2017",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"HICKEY RUN","MERCURY","MERCURY","DISSOLVED",1,2017,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"HICKEY RUN","MERCURY","MERCURY","TOTAL",112,2021,100,"2021",112,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"HICKEY RUN","ZINC","ZINC","DISSOLVED",150,2021,136,"2021",150,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"HICKEY RUN","ZINC","ZINC","TOTAL",28,2017,20,"2017",28,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"KINGMAN LAKE","ARSENIC","ARSENIC","DISSOLVED",25,2019,21,"2019",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"KINGMAN LAKE","ARSENIC","ARSENIC","TOTAL",90,2019,22,"2019",51,0,0,22,NA,"Never",NA,"Never",2019-06-11,"2019",NA,NA,0
"KINGMAN LAKE","COPPER","COPPER","DISSOLVED",25,2019,25,"2019",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"KINGMAN LAKE","COPPER","COPPER","TOTAL",25,2019,25,"2019",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"KINGMAN LAKE","LEAD","LEAD","DISSOLVED",22,2016,18,"2016",10,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"KINGMAN LAKE","LEAD","LEAD","TOTAL",22,2016,22,"2016",10,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"KINGMAN LAKE","MERCURY","MERCURY","DISSOLVED",18,2016,2,"2016",7,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"KINGMAN LAKE","MERCURY","MERCURY","TOTAL",33,2016,0,"Never",18,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"KINGMAN LAKE","ZINC","ZINC","DISSOLVED",25,2019,25,"2019",13,1,1,0,2018-10-12,"2018",2018-10-12,"2018",NA,"Never",1,1,NA
"KINGMAN LAKE","ZINC","ZINC","TOTAL",65,2019,55,"2019",37,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"KLINGLE VALLEY","ARSENIC","ARSENIC","TOTAL",22,2012,0,"Never",22,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"KLINGLE VALLEY","ZINC","ZINC","TOTAL",9,2002,0,"Never",9,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"LUZON BRANCH","ARSENIC","ARSENIC","TOTAL",22,2012,0,"Never",22,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"LUZON BRANCH","ZINC","ZINC","TOTAL",8,2002,3,"2002",8,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"MELVIN HAZEN VALLEY BRANCH","ARSENIC","ARSENIC","DISSOLVED",13,2021,6,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"MELVIN HAZEN VALLEY BRANCH","ARSENIC","ARSENIC","TOTAL",38,2021,7,"2021",38,0,0,7,NA,"Never",NA,"Never",2021-06-17,"2021",NA,NA,0
"MELVIN HAZEN VALLEY BRANCH","COPPER","COPPER","DISSOLVED",13,2021,12,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"MELVIN HAZEN VALLEY BRANCH","COPPER","COPPER","TOTAL",13,2021,11,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"MELVIN HAZEN VALLEY BRANCH","LEAD","LEAD","DISSOLVED",13,2021,4,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"MELVIN HAZEN VALLEY BRANCH","LEAD","LEAD","TOTAL",13,2021,10,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"MELVIN HAZEN VALLEY BRANCH","MERCURY","MERCURY","DISSOLVED",13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"MELVIN HAZEN VALLEY BRANCH","MERCURY","MERCURY","TOTAL",13,2021,1,"2020",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"MELVIN HAZEN VALLEY BRANCH","ZINC","ZINC","DISSOLVED",13,2021,3,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"MELVIN HAZEN VALLEY BRANCH","ZINC","ZINC","TOTAL",23,2021,7,"2021",23,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"NASH RUN","ARSENIC","ARSENIC","DISSOLVED",7,2019,6,"2019",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"NASH RUN","ARSENIC","ARSENIC","TOTAL",31,2019,6,"2019",30,0,0,6,NA,"Never",NA,"Never",2019-06-11,"2019",NA,NA,0
"NASH RUN","COPPER","COPPER","DISSOLVED",7,2019,7,"2019",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"NASH RUN","COPPER","COPPER","TOTAL",7,2019,7,"2019",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"NASH RUN","LEAD","LEAD","DISSOLVED",4,2014,4,"2014",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"NASH RUN","LEAD","LEAD","TOTAL",4,2014,4,"2014",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"NASH RUN","ZINC","ZINC","DISSOLVED",7,2019,6,"2019",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"NASH RUN","ZINC","ZINC","TOTAL",16,2019,15,"2019",15,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"NORMANSTONE CREEK","ARSENIC","ARSENIC","TOTAL",24,2012,0,"Never",24,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"NORMANSTONE CREEK","ZINC","ZINC","TOTAL",10,2002,0,"Never",10,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"OXON RUN","ARSENIC","ARSENIC","DISSOLVED",1,2013,1,"2013",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"OXON RUN","ARSENIC","ARSENIC","TOTAL",36,2013,0,"Never",36,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"OXON RUN","COPPER","COPPER","DISSOLVED",1,2013,1,"2013",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"OXON RUN","COPPER","COPPER","TOTAL",1,2013,1,"2013",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"OXON RUN","LEAD","LEAD","DISSOLVED",1,2013,1,"2013",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"OXON RUN","LEAD","LEAD","TOTAL",1,2013,1,"2013",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"OXON RUN","MERCURY","MERCURY","TOTAL",11,1995,0,"Never",11,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"OXON RUN","ZINC","ZINC","DISSOLVED",1,2013,1,"2013",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"OXON RUN","ZINC","ZINC","TOTAL",21,2013,14,"2013",21,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"PINEHURST BRANCH","ARSENIC","ARSENIC","TOTAL",24,2012,0,"Never",24,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"PINEHURST BRANCH","ZINC","ZINC","TOTAL",10,2002,1,"2001",10,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"PINEY BRANCH","ARSENIC","ARSENIC","DISSOLVED",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"PINEY BRANCH","ARSENIC","ARSENIC","TOTAL",25,2013,0,"Never",25,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"PINEY BRANCH","COPPER","COPPER","DISSOLVED",1,2013,1,"2013",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"PINEY BRANCH","COPPER","COPPER","TOTAL",1,2013,1,"2013",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"PINEY BRANCH","LEAD","LEAD","DISSOLVED",1,2013,1,"2013",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"PINEY BRANCH","LEAD","LEAD","TOTAL",1,2013,1,"2013",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"PINEY BRANCH","ZINC","ZINC","DISSOLVED",1,2013,1,"2013",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"PINEY BRANCH","ZINC","ZINC","TOTAL",11,2013,2,"2013",11,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"POPE BRANCH","ARSENIC","ARSENIC","DISSOLVED",1,2017,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"POPE BRANCH","ARSENIC","ARSENIC","TOTAL",22,2017,1,"2017",22,0,0,1,NA,"Never",NA,"Never",2017-08-07,"2017",NA,NA,0
"POPE BRANCH","COPPER","COPPER","DISSOLVED",1,2017,1,"2017",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"POPE BRANCH","COPPER","COPPER","TOTAL",1,2017,1,"2017",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"POPE BRANCH","LEAD","LEAD","DISSOLVED",1,2017,1,"2017",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"POPE BRANCH","LEAD","LEAD","TOTAL",1,2017,1,"2017",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"POPE BRANCH","MERCURY","MERCURY","DISSOLVED",1,2017,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"POPE BRANCH","MERCURY","MERCURY","TOTAL",1,2017,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"POPE BRANCH","ZINC","ZINC","DISSOLVED",1,2017,1,"2017",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"POPE BRANCH","ZINC","ZINC","TOTAL",8,2017,3,"2017",8,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"PORTAL BRANCH","ARSENIC","ARSENIC","TOTAL",24,2012,0,"Never",24,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"PORTAL BRANCH","ZINC","ZINC","TOTAL",10,2002,6,"2002",10,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"POTOMAC LOWER","ARSENIC","ARSENIC","DISSOLVED",13,2021,10,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"POTOMAC LOWER","ARSENIC","ARSENIC","TOTAL",170,2021,13,"2021",93,0,0,13,NA,"Never",NA,"Never",2021-06-16,"2021",NA,NA,0
"POTOMAC LOWER","COPPER","COPPER","DISSOLVED",13,2021,13,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"POTOMAC LOWER","COPPER","COPPER","TOTAL",13,2021,13,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"POTOMAC LOWER","LEAD","LEAD","DISSOLVED",13,2021,5,"2021",13,1,1,0,2020-09-11,"2020",2020-09-11,"2020",NA,"Never",9,9,NA
"POTOMAC LOWER","LEAD","LEAD","TOTAL",13,2021,13,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"POTOMAC LOWER","MERCURY","MERCURY","DISSOLVED",13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"POTOMAC LOWER","MERCURY","MERCURY","TOTAL",65,2021,1,"1994",39,0,0,1,NA,"Never",NA,"Never",1994-07-11,"1994",NA,NA,34
"POTOMAC LOWER","ZINC","ZINC","DISSOLVED",13,2021,1,"2020",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"POTOMAC LOWER","ZINC","ZINC","TOTAL",108,2021,33,"2021",65,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"POTOMAC MIDDLE","ARSENIC","ARSENIC","DISSOLVED",13,2021,8,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"POTOMAC MIDDLE","ARSENIC","ARSENIC","TOTAL",93,2021,11,"2021",55,0,0,11,NA,"Never",NA,"Never",2021-06-16,"2021",NA,NA,0
"POTOMAC MIDDLE","COPPER","COPPER","DISSOLVED",13,2021,12,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"POTOMAC MIDDLE","COPPER","COPPER","TOTAL",13,2021,12,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
